epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4501.68,1.40681,1.72032,0.88943,0.15937,0.22285,0.20103,0.13032,1.18397,127.214,0.85462,0.000225,0.000225,0.000225
